user_id,age,education,income10k,asset10k,debt10k,children,exp_years,risk_label,action_mean,action_std,avg_mkt_ret,q_sentiment
34,59,大专,10.591927237347832,46.91300642004188,20.025555613723466,1,8,0,-0.14583333333333334,0.6963618346391337,8.0081258842242e-05,0
1120,20,大专,11.291998492830396,97.59238433570654,28.473128619241,0,5,0,-0.12916666666666668,0.6564639436743582,0.0001589325697376047,1
357,60,大专,12.91428193461843,84.69030886607338,30.003665123826256,1,5,0,-0.12083333333333333,0.6386958251337141,-0.00023381732643282417,1
283,42,本科,11.415374631835268,68.16661374888746,24.6456556515404,2,5,0,-0.09166666666666666,0.6467923212546907,-0.0014014615079376068,1
1558,64,大专,9.482587313880796,50.59875822053253,27.29749150541596,3,4,0,-0.2125,0.6789189659621361,0.0013958479011528862,1
1385,30,本科,13.261568321804122,79.0312765865234,25.728995952370408,0,3,0,-0.0375,0.7164022735678759,-0.0012323538447606105,1
1409,32,硕士及以上,27.594464217253197,257.6840591793318,68.45433447309398,0,5,1,0.25,0.6170519735608287,0.0010643715750621313,0
1173,27,高中及以下,3.0,11.066297121945798,0.0,0,3,0,-0.08333333333333333,0.6543492514072999,-0.0016487199821531254,0
228,44,硕士及以上,30.733335163082423,254.3968265508697,88.66648699822433,1,5,1,0.24583333333333332,0.580347008203079,0.0005496090565205945,0
390,53,硕士及以上,31.89414858560516,274.4400598355126,75.40577207686836,0,8,1,0.19583333333333333,0.6264592448796001,2.926362624970397e-05,-1
1082,63,本科,17.43479814564308,107.35291695666216,44.892488016823705,1,8,0,-0.15833333333333333,0.6596034479197866,0.0002560615860567949,-1
241,46,大专,17.884038494325733,138.2007194560505,50.949128948757405,2,3,0,-0.24166666666666667,0.6783666493999622,0.000343302618958817,0
648,63,硕士及以上,38.27272547310389,351.81005824896323,125.63191136092745,1,8,1,0.3125,0.6582673465861647,-0.00037381639271564084,1
1125,57,大专,16.94367811440573,98.15386102266535,38.9690361983858,1,9,0,-0.07916666666666666,0.689113897507369,0.0007451759872775879,1
1619,64,硕士及以上,24.557739411978925,217.1448493487436,78.1463989646238,3,4,1,0.3458333333333333,0.5938873895952188,-1.4206769972420789e-05,0
329,44,高中及以下,11.652597642937977,65.7200318204813,14.790456540299562,0,7,0,-0.11666666666666667,0.649213664480222,0.00047314478337361337,0
1463,22,本科,18.32991650959123,145.82946634703748,29.604335058715,0,2,1,0.25,0.6753272877699334,0.0005331608396615052,-1
753,62,本科,11.936406004787049,106.54426041940629,32.87965484370401,1,2,0,-0.13333333333333333,0.6898345363833045,0.0011946276293355604,-1
490,61,高中及以下,5.107795599792827,24.9371171319142,8.961385303115494,1,8,0,-0.16666666666666666,0.6638714062772432,0.00016361986481701555,0
428,21,本科,6.703930612111943,48.99188336289304,16.409376447000874,0,8,1,0.3,0.6217804103227184,-0.00037606755415697557,0
818,49,大专,10.840921554586096,69.91575412594932,29.03568137646253,1,6,0,-0.18333333333333332,0.7024563398137218,0.0003745875248062686,1
1812,50,本科,19.262246572961963,139.78426923464315,52.074577322245005,1,5,0,-0.22083333333333333,0.6247872720261781,0.000325112011321339,0
412,32,本科,16.838163803116146,107.84338800499448,41.06972250091548,2,8,0,-0.09166666666666666,0.6659165933842548,-0.00047615202585736793,-1
1534,56,硕士及以上,26.425316796214272,240.01982578028267,86.18944749748043,2,0,0,-0.1875,0.6223269196966169,0.0001150165423121268,0
596,46,高中及以下,9.43918049944708,46.634106222485904,14.523125978258552,0,9,0,-0.15833333333333333,0.6203769043789027,0.0009915482185390333,1
218,40,本科,13.455011527431411,92.93509128707068,34.77156565494948,2,1,0,-0.175,0.6617145221215953,0.0007829500604647275,-1
1849,27,大专,9.748963124304712,41.18154471202435,14.21587785178015,0,0,0,-0.1125,0.6658511399598067,0.0019477062179645737,0
234,42,大专,10.90178508492994,48.91878220787208,18.811960284638683,2,2,0,-0.22083333333333333,0.6824023320719926,-0.00013265977989877556,1
268,47,大专,19.817479071532368,111.72988300670328,41.01375145542725,1,0,0,-0.16666666666666666,0.6249128251617212,9.795535296438688e-05,1
1508,58,本科,7.2087516862603636,52.97603377472307,13.706017673787407,1,0,0,-0.17916666666666667,0.651023761957422,-0.0005489280793976696,0
1148,51,本科,22.303087611684816,123.07887254414926,54.70109394089276,1,7,1,0.2375,0.6642783229765734,0.000529516102298572,0
1202,64,本科,14.954484280883396,104.37395653359133,33.174042408212685,0,3,0,-0.11666666666666667,0.6556268626167311,0.0005340644200311068,0
267,35,硕士及以上,25.131651545707903,229.97005138149285,80.83443713191836,2,8,1,0.22083333333333333,0.6314486013308871,0.0005219309034629311,-1
1962,26,高中及以下,9.548551269465928,34.989761843241695,11.700059447732494,0,7,0,-0.11666666666666667,0.6556268626167312,0.0012355130919052089,-1
1610,54,本科,13.166032394169829,107.97285070164384,35.358750579554545,2,7,0,-0.12916666666666668,0.6304538888746826,0.0012843631198402046,0
1156,25,高中及以下,13.773218085863045,58.580491113220624,32.012720865993344,0,6,0,-0.125,0.66044868734766,0.0006939187070505276,0
1510,35,大专,8.898683539407896,52.02865913521529,10.392810052180906,0,7,0,-0.12083333333333333,0.6452135753996934,-0.0005247527084270704,0
1676,26,大专,11.839441197734937,61.610083168677626,21.56262628652393,0,8,0,-0.17083333333333334,0.6845449679240813,0.00023008508531219212,0
806,44,高中及以下,7.629597633168194,55.16597489629925,17.90330472018004,1,6,0,-0.075,0.59513368281287,0.00010992949122403792,1
1204,49,大专,15.008287713172402,58.78063998922342,28.047969183923342,0,7,0,-0.14583333333333334,0.6465092404965451,8.964452831419255e-05,1
1298,43,高中及以下,13.523239161103238,80.58497373843103,21.61400171869665,2,4,0,-0.15416666666666667,0.6700272689552674,0.0013190086606492987,0
535,26,大专,21.10537969034892,132.20879275038646,37.83784676802612,0,9,1,0.2791666666666667,0.5938873895952188,0.00105202701117683,-1
1666,53,本科,27.452294966372257,211.15506916295809,57.0070844566136,0,2,1,0.20833333333333334,0.6389823673857102,0.0011281183388808687,0
328,26,大专,8.53908836456521,64.78518666460333,14.946299554021737,1,8,0,-0.2,0.6545623597833808,0.00026116710232145624,0
1869,54,高中及以下,9.928329977440445,47.79394545081864,5.932716116749127,0,9,0,-0.14583333333333334,0.6334333401185792,-0.00015409766804221843,0
852,63,本科,11.921718157640193,109.98827699003314,24.811389721195443,2,6,0,-0.2,0.6481386286963373,-7.607702312871915e-05,0
73,25,硕士及以上,18.13158661795699,138.41138963302257,40.78460852107334,0,3,1,0.26666666666666666,0.6235722884191053,0.0009416861439080018,-1
1142,61,本科,13.876887143976935,58.24746227680452,40.77322359376316,2,6,0,-0.15416666666666667,0.6314486013308871,-0.000708852432745158,-1
1579,47,硕士及以上,34.36119430886049,315.452848176327,75.72940979408912,0,3,1,0.23333333333333334,0.6433871318224357,0.0009351030755398871,1
439,37,硕士及以上,20.613960182694843,184.5411814159548,72.12286502103814,1,4,1,0.26666666666666666,0.6235722884191053,0.0006512600586299005,-1
1583,38,高中及以下,14.045587441928,53.01893983771805,13.194763177342097,0,6,0,-0.09583333333333334,0.6163593791286771,0.0005995972657699862,0
807,24,大专,6.062535881343494,47.8606481764426,7.123609910895169,0,6,0,-0.10833333333333334,0.597005544900181,-0.00015658190779461363,-1
1569,64,硕士及以上,21.461665508075303,235.15627861139265,72.10228458219895,1,3,0,-0.15,0.6487838639270016,0.000568994486584796,0
1290,30,硕士及以上,22.037590366087613,209.71923360460357,71.6964807951043,1,0,0,-0.15416666666666667,0.6762431086380652,0.00020153953109918257,1
421,51,大专,12.27421566378551,73.57286839856391,15.85287404182191,0,0,0,-0.1375,0.6418543350696468,5.328902355783123e-05,0
1138,53,本科,17.213410835757667,100.51168951492896,43.15778536499624,1,5,0,-0.0875,0.6633328427351131,1.321558355979387e-05,0
141,29,本科,24.338117804019525,188.94957289823856,39.31742389466629,0,2,1,0.25416666666666665,0.5980996171394155,0.0002346091501058426,1
273,63,本科,20.39845265298765,120.74418693985896,48.59064328323164,1,8,1,0.3125,0.6389141546961766,0.0007218297318772217,0
799,39,本科,32.2264719745382,246.1464714338921,82.8425538539954,1,5,1,0.2375,0.6049395695812833,0.0005763413321822168,0
1960,57,本科,13.832020584650518,110.9448733499088,36.30166716709109,1,1,0,-0.175,0.6680077167394334,0.0004817634725003634,0
1399,33,本科,25.642804071469325,175.77328038071977,56.03654219068585,0,0,1,0.30833333333333335,0.6176732333135556,0.001254306230921525,1
958,63,本科,10.932413381736737,102.11599785278877,26.765654484459382,1,3,0,-0.2791666666666667,0.647802314147444,5.280875053942373e-05,0
844,20,高中及以下,12.299501331538853,64.05691291198048,22.687521661840137,0,2,0,-0.15,0.629139014512365,-0.00029043373886969155,1
1473,29,本科,15.333739086586515,100.81179611906344,37.741176454528,1,5,1,0.25,0.6237959112659636,0.0005460758641005713,0
63,63,本科,11.94973575155483,78.49931383333082,33.376352877092266,1,7,0,-0.15416666666666667,0.6510237619574216,0.0001619464228610011,0
1521,52,本科,20.94925123157636,146.319131722719,48.87418654020472,3,0,0,-0.05416666666666667,0.6413108742084169,0.000307739896698792,-1
772,20,本科,16.839371547523214,121.27869610285356,22.85496820835436,0,9,1,0.22916666666666666,0.6081587319406867,0.0003264293324986425,0
637,33,硕士及以上,31.62853991659361,297.62553601863056,93.2059905632453,2,5,1,0.2,0.6350962764295885,-0.0007793240194320457,1
1431,28,本科,7.067967799914246,41.62407496219741,12.542523904333262,1,2,0,-0.15416666666666667,0.6445647661766613,0.0009284181849844627,1
563,28,硕士及以上,33.01738145438832,288.14598367295486,78.8749765082891,0,0,1,0.3125,0.5983327603016646,-0.0003102248967979191,0
349,27,高中及以下,7.214147364734503,21.14862826650124,10.05391293513587,0,9,0,-0.0875,0.6569948701582273,-0.00030435459922170487,0
904,40,本科,17.309764623592333,109.60816347006384,46.7291582601776,2,1,0,-0.175,0.6926089177672429,0.0007022994802441874,0
808,37,大专,10.211941377288763,78.25638740194276,26.12005811576022,2,4,0,-0.1,0.6709763073469289,-8.036951699877126e-05,0
1920,37,硕士及以上,19.189998814981937,153.32046730486908,61.17524376364491,1,0,0,-0.1375,0.6674202505131075,-0.0013292472682764694,0
127,54,本科,23.892254251591652,151.5193651231237,65.19047608971229,1,6,1,0.31666666666666665,0.6335571798499882,0.0003857724443993232,-1
1153,60,本科,13.90864980540771,109.02087457892192,30.929186394411424,2,4,0,-0.1875,0.6486629312103165,0.0005138498659867437,1
1637,47,大专,13.4870702689571,70.34455347980273,29.445827751622303,2,0,0,-0.09166666666666666,0.6532292918040731,0.000525678075595129,1
946,63,大专,15.481915100583771,110.264830635442,37.901095132082574,1,9,0,-0.175,0.642465179037861,0.0005469650831814111,0
1165,24,大专,16.18139726616432,112.06540216633093,31.002909848679103,0,4,1,0.2791666666666667,0.6214298310087015,2.7668401748754293e-05,0
1919,43,本科,28.185639484799065,197.0365526693608,78.398294832134,1,9,1,0.24166666666666667,0.6203769043789029,7.270503128345828e-05,0
305,26,硕士及以上,32.54579801106938,281.8682087474915,109.33419269721898,1,5,1,0.2708333333333333,0.6383681907813036,0.00011022879712056623,-1
737,35,大专,16.43941671009783,90.3081110980339,39.02499039643173,1,4,0,-0.18333333333333332,0.6134248915955481,-0.00014135588683979018,1
1506,61,硕士及以上,23.18763698159457,229.98068492657544,55.46659673431671,0,8,1,0.2,0.6672243134949656,0.0008257260796474617,-1
1663,44,大专,12.201691606663465,69.67944974778594,36.212679947877,1,3,0,-0.09583333333333334,0.6621754224505988,0.001173362325578258,1
887,28,高中及以下,14.794033280054803,68.230262487311,23.11197685864797,0,2,0,-0.16666666666666666,0.6511442562127722,0.0005454120390561291,0
689,55,大专,9.58287421956182,67.43621757374967,20.41720753803658,1,9,0,-0.15416666666666667,0.6380403881883604,0.0009176692324214775,0
642,58,大专,4.510322407492518,25.8230625187777,15.243077407390205,2,5,0,-0.14583333333333334,0.6780967499048496,0.0007394301209810956,1
1866,24,大专,11.869572148844671,94.0190247293211,20.98041205338571,0,8,0,-0.12916666666666668,0.693652733264572,0.0006812121650294847,-1
178,60,大专,20.07741208248847,116.93998259246312,44.6716944058045,1,7,1,0.30833333333333335,0.6244104611462258,-0.0002015024809677999,-1
1614,22,大专,20.2141519193412,146.60484313807416,34.616018903151975,0,5,1,0.30833333333333335,0.6244104611462256,-2.350083076058107e-07,0
1470,60,大专,21.73544743065805,109.68899698101214,46.54243837555836,2,0,0,-0.09583333333333334,0.6621754224505988,0.0008543015490480685,-1
1259,56,大专,16.881445958591055,81.39344573080615,30.58381808962873,2,4,0,-0.16666666666666666,0.6381633338928556,-0.0003230754357159717,0
980,46,本科,11.39788426577795,77.48193502789509,32.37792582411608,1,0,0,-0.19166666666666668,0.6570612058042561,0.0006448772253091452,0
1945,25,大专,16.61497664123664,99.70556763865793,19.796600815753077,0,0,0,-0.175,0.6742421749343859,8.120991636147489e-05,0
397,28,硕士及以上,28.09495593320054,258.66898997152606,63.07506192642344,0,1,1,0.275,0.5923147981299149,-0.0006474683014362145,1
792,52,大专,20.93496364954419,128.5390133746107,51.9957387308965,2,3,0,-0.1375,0.6418543350696471,-0.00018722116514282251,0
1248,34,大专,14.396075239020696,99.06158196092402,33.920688678521444,1,0,0,-0.17083333333333334,0.6659558623510428,-1.6911405681289093e-05,1
46,40,高中及以下,21.498320348074195,96.80552864008858,43.15619608634959,2,9,0,-0.15833333333333333,0.6467923212546905,0.00014779591695320148,-1
1987,29,本科,16.31261798436692,135.24766669381862,44.70779295574308,1,7,1,0.23333333333333334,0.5890682428209311,-3.0189267942313e-05,0
115,45,高中及以下,14.44491590202324,72.1795848580581,17.21909333453147,0,1,0,-0.16666666666666666,0.6575386249002445,-0.000641941708797753,0
342,47,大专,8.340067799615195,22.35222367828881,14.317939059226845,0,0,0,-0.20833333333333334,0.6257492022817178,0.0006147606352927566,-1
227,46,大专,13.742160802618931,81.65435283612742,23.735114719381723,0,1,0,-0.14583333333333334,0.6842392878725545,0.0006052424547699423,1
145,58,大专,7.705967701578317,58.95358060397177,12.440175826512704,0,6,0,-0.175,0.6424651790378608,0.0005850460692071237,1
1504,46,大专,18.090350466372428,124.93517706962524,31.823408034605613,0,6,0,-0.12083333333333333,0.6254565975106471,-0.0007497989459903901,1
1518,42,本科,16.765570720863586,122.09271385900554,43.30202109038588,2,6,0,-0.17083333333333334,0.6403314823218057,2.769183572674729e-05,0
1348,53,高中及以下,3.0,53.57895217862512,7.186866434600377,1,2,0,-0.14583333333333334,0.6593258676262138,0.00041445624088977954,1
802,43,高中及以下,7.768973678263688,10.96754932520374,7.677284527642619,1,7,0,-0.175,0.6021231612014524,0.001552941584150197,0
1264,30,本科,9.803050472677157,76.93377558497268,24.262380785093946,1,5,0,-0.19166666666666668,0.6696759140409507,-0.00024069575906819073,1
1482,33,高中及以下,5.665738200383227,13.11629561981295,0.7710931067014641,2,6,0,-0.1,0.6647112186386662,8.082340380587954e-05,1
1584,48,高中及以下,9.201936662396635,32.76510472027357,22.935573304191497,1,7,0,-0.125,0.6604486873476598,-5.641514303728141e-05,0
1794,41,本科,12.711726019385676,85.77827026745112,36.55160254761199,1,2,0,-0.18333333333333332,0.6657594943548085,-0.0002005196746874549,0
25,48,大专,14.92183353587832,98.6643589639254,38.507345575089445,1,9,0,-0.19583333333333333,0.6590084898384991,0.0004068063715837778,-1
1175,35,本科,25.34381872327291,196.98188839560677,47.84288898615444,0,8,1,0.2,0.654562359783381,-0.00069721371819887,1
1905,31,本科,24.002101999551,188.7617410947888,47.76307257464495,0,5,1,0.3,0.5653894869614461,-0.000282694406727007,1
1799,43,本科,29.209189000054927,199.4985650283033,74.86307411906138,2,5,1,0.23333333333333334,0.6100049157265862,0.0008958001032351205,-1
197,25,本科,21.342088426430045,135.34565172085658,33.97787217726496,0,1,1,0.22083333333333333,0.5903542420460898,0.00010189761207339166,0
550,56,高中及以下,16.550198464334752,104.00515855853348,23.32695996133191,0,2,0,-0.1,0.701462906506838,0.00043227115783447793,0
1928,28,大专,16.976430301690197,82.43407713302469,27.548500678120455,0,7,0,-0.15,0.6291390145123651,0.0009220459307175548,1
1126,58,大专,13.5079129567111,97.56536574095458,33.34506440639988,1,6,0,-0.15833333333333333,0.606738083371326,-0.0002511362133192363,0
77,30,大专,25.79885967164806,166.5071317015262,43.41070042079018,1,7,1,0.17083333333333334,0.5785417873594438,-0.0013136364168831538,0
828,58,硕士及以上,31.796926044153714,294.6684645583456,98.90599404440148,1,2,0,-0.125,0.641161341714226,0.0009498655817845365,1
735,50,本科,9.328071187755494,55.59511456709489,30.53189710920831,1,2,0,-0.08333333333333333,0.6855756318608435,-0.0005070810902874809,1
118,31,大专,9.328804679260202,58.19617451831338,28.810477085250863,2,4,0,-0.1875,0.6018190695455065,-0.0002895563051311043,0
370,35,高中及以下,14.879949749079206,92.2730109351482,20.062449026509636,0,6,0,-0.15,0.6487838639270017,-0.0005506975993643866,0
1872,47,高中及以下,3.3580239726844514,10.0035147707315,0.7259019727830749,2,6,0,-0.12083333333333333,0.6768615530994179,-0.00047345113967784877,0
461,26,本科,20.91893272646474,150.74218812389307,53.03528443703941,1,5,1,0.2916666666666667,0.6771319449344914,-3.1485738614854254e-06,1
442,25,高中及以下,6.958760264004415,48.25422320532243,11.577054913034502,0,0,0,-0.16666666666666666,0.6446864676430429,-0.0009450392109617373,1
67,36,本科,24.24511348436748,165.8465129919564,63.36292684934352,1,0,0,-0.125,0.6279740953535794,0.0012934312617181288,0
494,33,大专,16.62547986986299,101.2366114006246,33.15457394463559,1,2,0,-0.12083333333333333,0.676861553099418,0.00039680888688365756,-1
1783,62,大专,18.342909688669565,103.49385852725544,35.55560659155598,2,8,0,-0.09583333333333334,0.6363988425117918,0.0007120913627707196,1
908,36,本科,17.560362952900512,118.72867336754068,32.18138976593241,2,0,0,-0.14166666666666666,0.663398544624393,0.0008147336498062864,-1
1995,20,大专,21.478533605900143,117.51575814764388,43.03298248626607,0,8,1,0.29583333333333334,0.6271267858884679,-0.0005993243621824259,0
1389,60,高中及以下,3.0,16.54034656431699,0.0,0,2,0,-0.041666666666666664,0.6519469821262206,0.0004899902104327342,1
1535,21,本科,30.133338793656847,249.83659158663755,53.10104936288472,0,7,1,0.22083333333333333,0.6637532224455365,0.0004185291640206025,0
1846,38,大专,14.157828336449574,108.30038902015892,26.50049048982181,2,8,0,-0.20416666666666666,0.6304538888746825,0.000770602323489035,-1
1383,60,高中及以下,13.06522104885393,64.39659704875241,21.96614282706648,1,8,0,-0.1,0.6709763073469289,0.0004930028460613286,-1
1978,22,本科,20.50232262492559,134.62269815954002,38.07455843608098,0,2,1,0.2,0.648138628696337,0.0006388150824094857,0
1949,34,本科,14.858400073057936,115.93725379106124,44.22666517186349,2,1,0,-0.07916666666666666,0.6321108733493006,0.0001056683705951563,1
1001,53,大专,15.982434087054592,72.13135943924976,37.63980871251262,1,7,0,-0.12083333333333333,0.6891138975073687,8.20110510491875e-05,1
1548,42,大专,13.790401443788356,72.81655468990797,33.05361443397123,2,0,0,-0.06666666666666667,0.6433871318224355,8.137716140258396e-06,0
885,53,大专,21.80175464937229,137.38748226788363,50.20539911815557,3,2,0,-0.19583333333333333,0.6526285228538506,0.0006569250778878454,-1
712,52,硕士及以上,20.61346122841334,155.70301361169987,66.1638341130027,1,6,1,0.24583333333333332,0.6221027688020568,0.0006758274779136834,1
1358,24,硕士及以上,20.13070534732057,203.46860781379257,44.6865176123489,0,9,1,0.2833333333333333,0.5739583372883585,-0.00026665136255418927,0
1415,55,高中及以下,12.03564901604138,69.79973985121265,16.57530152966156,1,6,0,-0.1875,0.6677336301526383,-0.0006005440553538542,-1
1669,52,大专,13.72962411981046,92.00340445407056,33.17908151836226,2,5,0,-0.19583333333333333,0.6461855677787757,0.0008034265307057669,0
174,51,本科,18.6589921350541,124.9144175837504,33.65766659616783,0,4,1,0.25,0.5963627550114559,-0.0005517525922957106,1
1300,54,硕士及以上,35.03879402627099,342.4736326538448,115.09971401107742,1,8,1,0.30833333333333335,0.617673233313556,-0.000850210362479165,1
1767,41,本科,21.9642355925884,141.97003525858278,50.851349050014576,2,8,1,0.24166666666666667,0.6596034479197868,-0.0004328599611815952,0
1776,34,本科,20.7586413452189,167.80789137496447,49.90273921537574,2,1,0,-0.10833333333333334,0.669675914040951,0.0005607700197319194,1
704,25,大专,20.68189728938412,141.3539799735856,49.77586272198332,1,7,1,0.24583333333333332,0.5945914997743453,0.0013399697679874899,0
1117,46,高中及以下,14.447067282622626,61.2477755832539,29.783362368142623,2,6,0,-0.11666666666666667,0.6492136644802216,0.0009361589251418805,0
409,20,本科,26.437765197433198,186.882964552188,55.46004759177926,0,3,1,0.19583333333333333,0.6129557763994709,0.00013628196318364716,-1
964,62,本科,26.954492856164578,213.7910674222177,67.69563905489602,2,9,1,0.25,0.6304677150726704,0.0005444419660199966,0
504,32,本科,18.500848189967368,128.36295324897452,31.52463777798124,0,7,1,0.22916666666666666,0.6545490425426079,0.0006526730177243473,0
1221,44,大专,10.57378596410488,89.89510044302543,26.32649437282393,0,1,0,-0.1375,0.6674202505131076,-0.0002735487407570781,-1
910,54,高中及以下,19.25231616921877,103.45756857893151,45.30067237849809,1,9,0,-0.2,0.6012539198630042,0.0011575827223513824,0
573,22,本科,17.093844827266494,111.95513398512882,43.58097373654775,1,3,0,-0.17916666666666667,0.6762431086380654,0.0005359926443953449,1
1612,50,大专,14.10599321756183,84.04221858078425,33.828526686752326,1,7,0,-0.18333333333333332,0.6530691407882706,-0.0002143491662005334,0
1314,60,大专,16.504065667730554,91.59566470347848,33.6206349140534,1,1,0,-0.12083333333333333,0.689113897507369,6.20886728096942e-05,1
440,63,大专,11.080565304538904,57.12277022904526,24.97772911617065,1,5,0,-0.14583333333333334,0.646509240496545,2.6795775322786198e-05,0
615,48,大专,10.195676274759116,66.23645473083728,16.848332314880793,2,8,0,-0.1375,0.673660145497564,0.0012828460069184348,-1
1576,44,本科,21.02762602612155,153.16315054629408,48.73767244519144,2,7,1,0.19583333333333333,0.6461855677787758,0.0004943362304306582,0
1251,38,本科,17.855291338426177,140.13232544676555,47.95866125621443,1,3,0,-0.1375,0.6611214638462127,-0.001258438757222004,1
1032,52,大专,9.979250192125203,78.19584309245136,6.125646282241757,0,1,0,-0.125,0.6791885387208085,0.0006375142265535329,0
1544,30,本科,15.416876190126306,76.33504415774938,35.15999558810871,2,1,0,-0.11666666666666667,0.6093186170854437,0.00042900928194270914,1
988,31,硕士及以上,26.419375640157565,263.3848109664914,78.85818503881535,1,4,1,0.24583333333333332,0.5945914997743453,0.00042878728403761046,1
872,25,硕士及以上,14.87426657951599,128.2098641041998,37.382680805630336,0,4,1,0.26666666666666666,0.5746868651939936,-0.00014995567730284365,-1
1311,35,高中及以下,11.110661212747258,78.82096305712021,11.416368722982956,0,0,0,-0.15,0.6615564252319603,0.00047006564019889767,-1
934,39,本科,26.32116625748819,204.1192182868261,64.4673437164238,1,6,1,0.24583333333333332,0.6287925379550916,0.00014738265192716397,0
1324,58,大专,19.587870984665777,117.71240776938676,41.33898632459784,2,7,0,-0.0875,0.6441318636277713,-0.0005142552453590002,1
1339,38,高中及以下,11.972997106852702,67.91724738323153,31.2277392265104,1,7,0,-0.2,0.6734660239059194,-0.0009424824071382607,1
1982,22,高中及以下,10.511551669044302,39.920527706690606,15.479117089478004,0,7,0,-0.1625,0.6425058813204598,0.0009995384337634515,0
429,52,大专,15.077539846508785,119.31964738539348,21.785061874401727,0,7,0,-0.07916666666666666,0.5980996171394153,0.00021781119043976754,1
488,54,本科,17.42332502596332,103.97064276837688,52.927911684969686,1,1,0,-0.17916666666666667,0.6510237619574221,0.000627210816131864,1
1824,54,硕士及以上,32.27192330339186,272.3104901603124,111.21261829821212,2,2,0,-0.09166666666666666,0.6337222618469315,0.0005930395142599226,-1
18,57,高中及以下,13.774309462370216,56.424271578738136,35.63408936076239,1,2,0,-0.1625,0.6489853683775938,-1.4879401659944648e-06,1
436,45,大专,14.623486388256737,114.4693617175143,38.09911729158627,2,1,0,-0.15,0.5949578938021494,0.00031860699679839673,1
972,41,本科,30.23158929455162,208.0254183838993,62.49340740557001,0,6,1,0.25,0.6370696512829455,0.00014308701096020138,0
592,30,硕士及以上,35.84103223531916,301.4199877676558,113.2181402439069,1,0,0,-0.22083333333333333,0.6380403881883604,0.0008986121079308483,0
