user_id,age,education,income10k,asset10k,debt10k,children,exp_years,risk_label
49,55,大专,13.021888345961559,52.458239448021004,27.136602407065368,1,3,0
50,54,本科,19.29643820767454,163.58317128523342,55.69822413543508,1,4,0
51,28,高中及以下,3.3931796417736537,5.0,3.5,0,6,0
52,36,大专,11.764637040660677,76.8802813286098,26.7580248549439,1,5,0
53,41,高中及以下,11.052673353946235,61.112765932697386,13.034595279763472,1,1,0
54,42,大专,21.930019154799332,135.71466666373215,51.90846737151945,1,4,1
55,21,本科,19.109913888381357,126.35074398624539,34.14683169508536,0,2,1
56,44,硕士及以上,34.918601805965,326.6762060207925,113.8888270805608,1,2,0
57,26,大专,17.203645551014603,79.81636119694119,39.36766162227551,1,7,0
58,53,本科,26.13700669732343,181.97161505115514,49.38883030685381,0,8,1
59,50,本科,17.704788913474722,115.47540224603618,45.007167811594506,1,1,0
60,61,硕士及以上,39.95111355325902,349.4005528483257,131.57680647596484,3,6,1
61,53,本科,15.573018985429385,115.44234970980888,38.794600823346755,1,4,0
62,36,大专,10.167690829011654,77.16832311486517,15.296286543140955,1,3,0
63,63,本科,11.94973575155483,78.49931383333082,33.376352877092266,1,7,0
64,38,大专,25.65512335779035,165.64095649562876,37.51627221506217,0,2,0
65,34,硕士及以上,32.09723786308949,289.62125074947437,95.92936575916023,2,7,1
66,60,大专,12.329396333098458,60.58539486002062,22.260043188765586,1,4,0
67,36,本科,24.245113484367476,165.8465129919564,63.362926849343516,1,0,0
68,23,高中及以下,13.43846092558891,62.70001626607033,17.995289757210497,0,7,0
69,41,大专,23.83063735687795,132.53392545368598,42.240599783904806,1,8,1
70,55,本科,10.260835836300444,78.25309478394061,17.115570761073975,0,5,0
71,28,本科,16.673199458428726,120.23208902457247,36.774941120259115,0,7,1
72,40,大专,11.687393080285872,46.26461300767396,23.689534283567742,1,1,0
73,25,硕士及以上,18.13158661795699,138.41138963302257,40.78460852107334,0,3,1
74,50,本科,23.30163602389847,169.4817189653756,64.75063722769636,1,3,0
75,41,大专,12.648017220983208,63.658806893981236,32.0560445216054,2,7,0
76,34,本科,21.69815602493281,156.41770950103452,60.54754408196189,1,3,0
77,30,大专,25.79885967164806,166.5071317015262,43.41070042079018,1,7,1
78,45,本科,16.23378154086196,94.57217822495032,50.144927029112864,1,3,0
79,50,大专,11.894235086714225,50.19235170164258,29.587204069645225,2,6,0
80,62,大专,14.59332084861998,112.6764003276493,44.70455435405711,1,2,0
81,39,硕士及以上,32.93623676491705,301.69969262869034,101.31964631003856,2,5,1
82,27,硕士及以上,25.16643487344925,220.2093040109442,48.93971500632148,0,0,1
83,57,本科,14.845192014339347,89.90723731068147,37.96555788026292,3,7,0
84,48,硕士及以上,33.28594635120683,291.91690442725223,104.97173694332002,2,0,0
85,51,本科,19.893196619190178,121.39379129263159,54.09543728010502,1,9,0
86,24,本科,7.7763586849758966,67.68569340619013,19.799787083562066,0,8,1
87,34,本科,11.87304100265446,71.4600197144864,29.899149037384667,1,5,0
88,54,大专,21.506179319136052,145.4400947380603,46.54017785941841,1,9,1
89,57,大专,16.009641415394064,90.04841469581422,28.54921819051902,0,8,0
90,39,大专,10.189020344813756,45.483869314622815,15.224569630135798,0,1,0
91,56,本科,17.14795171382509,113.6411381765686,42.113106124339176,3,7,0
92,57,大专,14.066183364008351,45.03459852152885,27.97289174306996,0,3,0
93,37,大专,17.67866680140082,104.2604721582948,45.545529583627676,1,8,0
94,60,本科,11.208683025706053,75.90899331298999,34.05801634999444,1,8,0
95,32,大专,9.79525430664771,71.14266703810577,20.90431599713029,1,9,0
96,30,大专,15.364778774316944,63.89409872615097,23.4108639402177,1,4,0
97,50,本科,17.50082709752275,139.93378509561245,43.97358280220639,1,1,0
98,48,本科,20.85929591318355,158.3240608172497,49.50560099479873,1,1,0
99,26,高中及以下,3.8524630132020112,38.042968521489996,6.57474305470083,1,1,0
100,57,高中及以下,11.785643381356605,58.13739626672097,18.742626876455592,1,9,0
101,28,大专,19.45791809688736,131.9559610928655,43.09287889776193,1,5,1
102,56,本科,20.434092735746418,120.96998862662136,47.012728793674285,1,3,0
103,20,本科,18.69555869880796,141.56462436972373,28.276674202696874,0,4,1
104,55,高中及以下,9.520581987170146,36.035468504351556,19.20425764521341,0,1,0
105,55,本科,13.82574423614249,72.00918216665339,20.79846749120605,0,5,0
106,55,高中及以下,9.640007037801057,31.337927416539873,18.07667132215875,2,4,0
107,49,大专,20.298529264402028,121.87414266585122,49.835309199986675,1,7,1
108,41,硕士及以上,27.404857466999374,234.27922907973033,92.13004023821087,1,0,0
109,51,高中及以下,5.550980053257949,33.396003241726746,14.38232862443541,2,9,0
110,32,高中及以下,7.538764556173069,10.570259455805086,7.39918161906356,1,0,0
111,55,大专,15.004251486379651,58.11904576403998,36.92945484244707,2,4,0
112,45,本科,16.132430014095764,133.512821610824,48.08379934904546,1,3,0
113,40,硕士及以上,30.426516415315703,287.3956496788628,99.33783291691054,2,7,1
114,42,硕士及以上,30.614218803745153,259.78851669499926,88.62641734389486,1,6,1
115,45,高中及以下,14.44491590202324,72.1795848580581,17.21909333453147,0,1,0
116,21,高中及以下,17.117797361325167,100.88159270964569,27.018821730432535,0,4,1
117,26,本科,22.979293621861803,167.1430644773917,39.49111000000662,0,5,1
118,31,大专,9.328804679260202,58.196174518313384,28.810477085250866,2,4,0
119,25,本科,13.482327767118639,110.80360558951944,24.69381886717292,0,0,1
120,39,本科,17.62114261770088,112.38731119588785,45.44826324502293,1,1,0
121,50,高中及以下,7.7441232138029275,39.18829279898407,16.271890413487704,0,5,0
122,49,本科,12.308366365195287,85.89083498198114,30.5336265765275,2,2,0
123,41,高中及以下,7.791541029135029,34.86627443060951,15.49052460826911,1,5,0
124,58,大专,11.627435331904806,63.91752932011755,30.30852385682423,2,1,0
125,45,本科,14.64076130119397,103.57835267578515,19.797259134546383,0,7,1
126,23,本科,16.421052569224972,115.46348042435773,40.52929850243206,1,1,0
127,54,本科,23.892254251591655,151.5193651231237,65.19047608971229,1,6,1
128,45,本科,18.996190206246197,145.0002700922301,48.863266718672016,1,8,0
129,48,硕士及以上,40.35904538027735,348.58563030600226,136.28381905037355,1,3,0
130,45,硕士及以上,28.852540930098247,256.3993667026766,58.33696464364088,0,1,1
131,44,本科,16.54967113031374,111.41849082139541,33.83440089822095,2,0,0
132,24,高中及以下,10.02066441327433,55.47487625625989,22.63717835800296,1,3,0
133,45,本科,19.2824598922177,103.19066014226392,53.59572109928011,1,1,0
134,55,硕士及以上,30.176269785855318,284.95007529663974,95.44693193164858,3,8,1
135,33,大专,24.383556629295118,136.14648456158824,41.50333373968672,0,9,1
136,47,大专,9.773397675112157,76.93983547232875,19.55893912183873,0,9,0
137,21,大专,18.29523029088868,102.59890787758975,25.568957041980926,0,9,1
138,35,高中及以下,11.03875298807062,54.46111115434294,17.163419977385914,1,5,0
139,39,本科,10.144511287146912,99.71836961105474,19.766699333650706,0,3,0
140,64,大专,17.853493910473816,102.96089033093787,44.15520128072047,1,4,0
141,29,本科,24.338117804019525,188.94957289823856,39.31742389466629,0,2,1
142,32,本科,13.714117981112851,96.58450215125836,34.04983328206824,2,8,0
143,38,本科,17.955330660540145,131.91859707818335,44.654686679157884,2,4,0
144,64,大专,5.373228689961483,33.28875098093951,14.018363216928313,1,3,0
145,58,大专,7.7059677015783175,58.95358060397177,12.440175826512704,0,6,0
146,21,本科,23.240147888086263,152.39806102380808,40.38105641338573,0,3,1
147,30,本科,15.667917469962827,94.91469444445201,46.27435803954206,1,3,0
148,56,大专,8.455985125309804,41.1572678962035,16.075999570083667,2,2,0
149,22,本科,19.14730182229215,135.5267684009064,34.05776306524467,0,0,1
150,58,高中及以下,7.387937842844884,33.62740743096948,5.894895275736038,1,0,0
151,32,本科,15.645891711122319,120.17536512492389,25.454999739902426,0,4,1
152,61,高中及以下,13.696630128374515,88.05412613919538,28.26156187239747,2,9,0
153,33,高中及以下,4.191333205328267,6.319090968116205,4.423363677681343,2,2,0
154,39,本科,13.47317393659084,83.30298568192688,37.42154435831841,1,6,0
155,49,高中及以下,10.770399960744344,32.30840852902891,22.615885970320235,2,3,0
156,25,高中及以下,14.847048953741027,104.69083963009169,38.27678696974019,1,3,0
157,45,高中及以下,16.190801507449248,85.52405002407365,18.523057935508163,0,1,0
158,42,大专,10.674691398191886,71.24518318992499,15.600696186812048,2,5,0
159,55,本科,22.68688483459824,138.70506806672196,52.71222577204089,1,6,1
160,64,高中及以下,6.079288532647956,30.378892828136664,7.880406819556962,1,3,0
161,49,本科,27.131046734534,197.55604690793427,45.45645700947601,0,5,1
162,38,本科,12.331144872901358,82.52664875229313,31.974379388487243,2,4,0
163,38,高中及以下,16.642394053958654,99.34755464218918,37.467763378957585,2,2,0
164,38,高中及以下,6.717569465906381,68.26531421417434,20.293738113424038,1,6,0
165,56,本科,28.066232273973,182.2576835114017,74.23076596923403,1,5,1
166,34,本科,20.956603644262422,131.3649168201865,64.25048338836056,1,0,0
167,27,本科,12.91991735295889,77.27308048778359,22.184581406906645,0,4,1
168,35,本科,15.388807602287466,131.81464061625962,31.155808213832348,2,3,0
169,21,高中及以下,13.905906026118709,85.16485988603881,24.38651112535407,0,7,0
170,24,大专,19.263222088077807,113.5464152615621,22.013447823940737,0,3,0
171,24,本科,17.646422041377686,124.07334925565692,28.95909777325659,0,9,1
172,54,大专,14.223291404817331,73.09159403595316,34.176268080808455,1,6,0
173,52,本科,21.791765163220326,165.89276350869002,55.16605259178403,1,1,0
174,51,本科,18.6589921350541,124.91441758375039,33.65766659616783,0,4,1
175,40,本科,11.53247570330812,76.82618183133185,15.488792265536535,0,8,0
176,52,大专,9.935129876799097,68.74262583373344,22.00197637932731,1,2,0
177,27,大专,15.175599715758326,88.23367422330163,38.708143812672446,1,7,0
178,60,大专,20.07741208248847,116.93998259246312,44.6716944058045,1,7,1
179,42,大专,22.07991212081024,132.63810080779757,44.86627550999343,1,6,1
180,62,本科,21.897647103857253,165.2138609338969,49.71079604736864,2,0,0
181,26,高中及以下,11.436453805181818,81.87966515816659,17.395377969938018,1,3,0
182,42,高中及以下,13.744069429912384,77.50264063325315,27.73179894315751,1,3,0
183,51,高中及以下,6.666245748965721,45.38094209919261,10.884099216626415,0,3,0
184,42,高中及以下,9.233845198708929,43.171415062027776,13.310924244600898,1,8,0
185,40,本科,13.879346393302617,86.53845680558757,24.4079329249779,1,0,0
186,27,大专,7.756286946461442,56.34751516229537,14.66524867162836,0,5,0
187,37,硕士及以上,29.667745058181026,269.5783178926378,90.29990846601213,1,9,1
188,30,高中及以下,10.927566532923718,33.29840293337236,18.47071637784653,0,8,0
189,33,本科,21.438262422545066,145.1467926064315,50.99421227896391,1,6,1
190,50,大专,16.730559154462235,99.1398995745501,32.202339054557115,2,9,0
191,48,大专,15.21322135661931,83.62246013428867,34.53921094799279,1,4,0
192,47,本科,20.78308332838777,167.70761721684633,64.88927405416261,1,6,1
193,36,硕士及以上,27.786584518862618,257.2768462232968,92.52328749334893,1,5,1
194,63,本科,20.064456976112,161.04882260111373,51.945784069995426,2,0,0
195,23,高中及以下,6.369277986568202,35.7977688576234,10.552014913436118,0,0,0
196,35,大专,15.84852962819565,96.31199531555006,26.428156467166353,1,8,0
197,25,本科,21.342088426430045,135.34565172085658,33.977872177264956,0,1,1
198,35,大专,10.651592859638985,64.08850015578241,11.09189182316285,1,3,0
199,63,本科,18.259160494964235,128.00993234988124,55.30152453751674,3,6,0
200,36,本科,14.881987451853202,83.66720390245891,45.660408085263676,2,5,0
201,60,本科,15.367466517419425,99.47935357538005,41.22796958308118,1,5,0
202,42,本科,12.375353224489228,81.77823359367916,23.63185574684854,0,9,0
203,51,本科,24.32887462583278,176.50431554166528,54.40232465651485,1,7,1
204,40,高中及以下,15.328425873600239,83.56238104778679,27.644298711746995,1,9,0
205,31,高中及以下,12.687169271136685,54.716069126205355,32.750401775400746,1,6,0
206,54,本科,27.860979759719072,202.05990235616179,71.84188327706082,3,9,1
207,63,大专,13.053771517158042,75.5914451627205,26.15614043703137,2,6,0
208,31,大专,29.158812075553172,131.90857208049468,55.942209507709975,1,5,1
209,55,大专,12.862352923183899,69.90358705983026,35.455952128122284,1,8,0
210,31,本科,19.275966758780083,151.11659691359625,35.406499332398774,0,8,1
211,52,本科,16.01111043029896,86.85068666267753,32.124717882599704,1,0,0
212,55,本科,19.861627800301527,140.7217626083438,32.22199115920162,0,9,1
213,40,大专,18.178074639431223,132.84736604936666,33.96763561274666,2,6,0
214,53,大专,13.430418034734581,69.17331391325028,29.15681040855091,2,8,0
215,32,本科,26.883599235588104,188.21743085553203,69.72429089499171,1,7,1
216,23,大专,15.195746423167304,71.614234680585,22.10102388413841,0,9,0
217,24,本科,19.352426930550997,159.87545563881056,39.783984938606515,0,2,1
218,40,本科,13.455011527431413,92.93509128707068,34.77156565494948,2,1,0
219,60,高中及以下,12.092495372751923,61.161879505669894,27.98499075027051,1,1,0
220,25,高中及以下,9.329863895953173,66.9638264623502,11.042592466532017,0,2,0
221,40,大专,10.958801353313566,75.67498403956361,39.555166964411846,1,2,0
222,51,本科,14.117627959258181,85.68896472735616,23.365756247054136,0,4,0
223,29,本科,31.358816898783424,209.80254943017422,53.65395538846389,0,1,1
224,52,高中及以下,8.682613749104823,50.8370383133736,6.807091154540343,0,1,0
225,33,本科,10.71507289609366,65.64369444671152,26.32230761674778,1,5,0
226,56,大专,10.508892701337137,31.294706526214917,14.732061342639524,2,7,0
227,46,大专,13.742160802618931,81.65435283612742,23.735114719381723,0,1,0
228,44,硕士及以上,30.733335163082426,254.39682655086972,88.66648699822433,1,5,1
229,27,高中及以下,12.773982608626568,88.11413934658873,18.372580707147684,0,6,0
230,40,大专,17.383072758882626,106.95025111974304,21.404319148908094,0,7,0
231,58,本科,14.775698466813353,89.85226341653984,35.84544254580766,1,1,0
232,20,高中及以下,11.702202217507727,48.03152486760183,19.11323004473492,0,7,0
233,54,本科,13.619702679447109,66.99695493802096,46.31852876536914,1,0,0
234,42,大专,10.90178508492994,48.918782207872084,18.811960284638683,2,2,0
235,52,高中及以下,5.411455127498702,42.302123675604,9.394891116928108,1,3,0
236,49,大专,8.058055727008654,81.8251265444378,14.270090340081499,1,8,0
237,39,大专,19.321047444290045,126.82223236372465,26.950745246945896,0,1,0
238,33,高中及以下,13.443058504894438,65.83465444515676,14.909338794382128,0,7,0
239,48,高中及以下,14.88332684989065,67.9372436146445,24.584906796784338,0,9,0
240,26,本科,18.19656533012148,113.02852010720494,44.05194509730849,1,9,1
241,46,大专,17.884038494325733,138.2007194560505,50.949128948757405,2,3,0
242,24,大专,5.1935529767872755,28.33008733275803,13.609583887941422,1,0,0
243,49,高中及以下,14.315437590226775,103.31163540207145,14.633673380691441,0,2,0
244,48,大专,14.88559915002515,110.21638754430182,31.21250420233045,1,7,0
245,23,大专,17.13554800074583,76.70134153428086,23.750352811008298,0,1,0
246,54,本科,19.900116495243065,129.3115295303121,54.84514091007961,1,6,0
247,38,大专,9.064724227315567,44.352668501286075,6.490954965424956,0,3,0
248,55,本科,10.509801123044767,72.37091239972727,20.14778496720033,2,7,0
249,21,硕士及以上,24.439729169085183,219.05284872506036,53.131447849304784,0,6,1
250,28,高中及以下,12.82458640636456,109.06651846279493,21.048540274442896,0,5,1
251,42,高中及以下,13.450457075876976,51.0938672622635,31.384908391383195,2,7,0
252,28,高中及以下,3.160288613090686,19.23599210041928,11.24810779686391,0,9,0
253,34,本科,13.094503162658928,100.90913827562954,36.10546318033121,1,3,0
254,49,高中及以下,6.383821570295804,31.895527784441075,11.55521776251453,1,5,0
255,26,本科,16.213474698665923,115.14703155738184,45.398556916661406,1,6,1
256,50,本科,11.189745845736738,62.65608750555836,15.034475456683099,0,8,0
257,24,本科,10.889741169299338,77.82548110413559,10.97718375896914,0,4,1
258,27,本科,13.89082351796223,104.90674956835119,27.950665514252385,0,3,1
259,46,硕士及以上,28.431269181125028,260.7954313941922,60.22137068493769,0,8,1
260,55,高中及以下,4.097028301232547,29.03815506484411,7.355394403983623,1,9,0
261,27,大专,13.42098245014117,101.7150132103905,22.34012664859277,0,5,1
262,33,大专,19.292764080709077,129.81108261296959,44.07053405506563,1,1,0
263,61,硕士及以上,21.49110131293245,194.4893310188536,73.35302638744444,1,2,0
264,64,本科,16.9677712079473,101.19802317738194,47.51303137776402,1,4,0
265,46,本科,23.123783668753862,152.86640656061024,60.05626760950457,1,7,1
266,40,高中及以下,7.908658048180953,36.248822962143535,12.61865743799226,2,6,0
267,35,硕士及以上,25.131651545707903,229.97005138149285,80.83443713191836,2,8,1
268,47,大专,19.817479071532368,111.72988300670329,41.01375145542725,1,0,0
269,46,大专,12.46898960514226,60.77793964308829,26.699012313384962,1,4,0
270,33,硕士及以上,33.52247512602784,283.87929579744554,120.19517514556104,1,7,1
271,21,大专,16.144826955635995,72.10129534798301,27.06556817254802,0,9,0
272,26,大专,12.285776735450817,70.19039985608637,22.154183396618066,0,1,0
273,63,本科,20.39845265298765,120.74418693985896,48.59064328323164,1,8,1
274,38,高中及以下,11.602247569230189,43.00335258379006,21.053457489840845,0,0,0
275,41,大专,19.10441410501237,108.71795653740969,46.213161426444586,1,1,0
276,41,高中及以下,7.258272310674908,16.252601912503035,11.376821338752125,2,8,0
277,55,高中及以下,10.206030333908098,56.72643449702094,20.210763109844997,1,7,0
278,22,本科,17.692421601976815,134.950297167923,37.99039255050084,0,9,1
279,23,本科,21.520740708198925,142.4037796607615,46.279399996882674,0,6,1
280,32,大专,8.874104027779122,46.6892145525247,21.11600553841613,1,6,0
281,41,大专,19.08488524118928,122.57075799922184,41.795383440438584,1,5,0
282,50,大专,16.331643860852083,87.27993670659231,40.729104321665424,1,5,0
283,42,本科,11.415374631835268,68.16661374888746,24.645655651540398,2,5,0
284,39,硕士及以上,34.0413141274025,324.3193043194169,74.53501451931211,0,2,1
285,62,硕士及以上,39.17046540398866,365.79700471658975,124.88313525131927,1,8,1
286,27,大专,19.00916984774704,123.07826912164103,22.088069811159478,0,3,0
287,45,大专,21.134923836132344,140.69421233770547,51.057507284030926,2,6,1
288,44,大专,14.42685690801294,56.9019605675672,27.213052898459612,2,6,0
289,41,本科,9.69247540130745,88.15486101104875,22.40681954283175,2,5,0
290,56,大专,4.779397744162376,34.55731821373038,9.543865013641618,1,6,0
291,32,本科,19.27541021933879,150.08959229545755,35.95232006472621,0,0,0
292,62,本科,15.0401059613501,111.08816841619615,36.7092043491343,1,3,0
293,34,大专,9.427118608363244,57.29658402038181,20.591348074414658,2,4,0
294,44,大专,13.686266580156623,77.98796129550891,30.085373645995627,2,3,0
295,43,大专,17.07792643930644,107.97472428913174,35.67784190712467,2,9,0
296,58,高中及以下,3.0,10.323781366431717,0.2590277118061728,0,8,0
297,39,高中及以下,7.755611898598076,51.79620099396706,19.9491419316494,2,7,0
298,32,本科,25.549353415601576,155.048624240928,54.756569465528514,2,3,0
299,20,大专,8.623558098893128,43.6177106664446,12.941588325159454,0,0,0
300,36,大专,18.34880593582478,140.7651843420984,38.38985181810994,1,7,0
301,57,本科,15.57634619225503,99.64321639219932,41.89152195484404,1,8,0
302,20,本科,20.728968799249763,141.52252574879617,31.180773140013265,0,4,1
303,60,大专,19.486637536014335,103.68111121583487,29.069426102125203,0,8,0
304,44,本科,21.706408834925107,156.98254693776312,39.7535897188373,0,9,1
305,26,硕士及以上,32.54579801106938,281.8682087474915,109.33419269721898,1,5,1
306,33,本科,12.24203233296022,82.91006230861578,32.93931744469048,2,2,0
307,44,本科,23.568298533706493,177.71108777647152,54.299561699275785,2,0,0
308,34,高中及以下,5.736534426825901,18.201220851907266,8.318618456695265,1,7,0
309,24,硕士及以上,29.297708827857694,275.5085462396976,71.66849852323686,0,5,1
310,49,大专,15.291230934986135,104.08082534332216,27.94265834605389,1,1,0
311,50,硕士及以上,30.425612794347906,289.6548565699205,96.8166115360797,2,0,0
312,25,本科,19.684783380300953,139.90159858587728,36.46967090782689,0,9,1
313,32,高中及以下,5.780950107376384,77.52363669153371,8.910366151726897,2,3,0
314,30,高中及以下,3.250662938521419,32.07132014073832,19.573751923722234,1,3,0
315,49,本科,22.361743399808844,161.4053681647643,55.07059708927385,1,6,1
316,52,本科,18.92917288759458,119.36534400193602,50.61286252464314,2,3,0
317,52,高中及以下,15.746884204789088,77.27853413583333,17.820460180488574,0,9,0
318,62,本科,17.77633532906066,145.82925195692513,48.057276725747016,3,6,0
319,54,本科,10.974178196615199,102.46226661070042,32.39296327661151,1,3,0
320,34,大专,18.830648405020533,135.15882693672663,27.565830232402774,0,2,0
321,24,大专,12.148146951694464,84.66676631111108,19.406488985652366,0,8,0
322,47,高中及以下,11.710017287105106,39.71518334109195,17.479883563867705,2,5,0
323,61,本科,14.762702857602404,110.64634727060188,31.996686740924687,1,9,0
324,63,大专,22.221508551168455,114.70801563621576,54.515726146095,2,3,0
325,30,本科,13.617175879084016,73.00816325287673,32.021879641641426,2,0,0
326,30,大专,12.312851229469127,77.46448764547334,15.266468086881112,1,8,0
327,21,本科,18.537243513486583,137.60869630345235,43.21336749998573,0,2,1
328,26,大专,8.53908836456521,64.78518666460333,14.946299554021735,1,8,0
329,44,高中及以下,11.652597642937977,65.7200318204813,14.790456540299562,0,7,0
330,44,本科,26.05955238733745,190.3906564975034,74.78668887711876,2,2,0
331,36,大专,11.547689196531447,54.51634640430303,24.927159545361608,1,7,0
332,33,本科,19.975714095158626,138.2553483958404,50.22126650212098,1,0,0
333,57,硕士及以上,14.252823069807222,105.6686558437477,39.39690448528142,1,3,0
334,40,硕士及以上,27.805353997575796,220.19764903717922,80.66393752411685,2,3,0
335,56,本科,16.434788570368973,126.15316064022893,29.654601475053806,0,6,1
336,63,高中及以下,5.907511987948075,18.240694032875993,12.768485823013194,1,5,0
337,34,本科,23.40725234814266,176.93824396914442,61.33315679055836,1,6,1
338,29,本科,16.36878159188086,131.2066848113666,27.95778445059292,0,4,1
339,62,大专,13.112612564532062,69.38591551784441,29.21128888999589,2,7,0
340,48,高中及以下,8.114035626054644,49.42484454860271,6.027766822212621,2,1,0
341,33,本科,8.415920641174617,48.9940935590177,17.91236789285631,0,7,0
342,47,大专,8.340067799615195,22.35222367828881,14.317939059226845,0,0,0
343,43,本科,22.80546743060108,161.48791308084444,68.13627375610005,2,0,0
344,60,硕士及以上,17.45024676560014,149.98911269466484,40.085714559197555,0,7,1
345,31,本科,14.168423251921471,92.57762760464333,21.569078371583934,0,1,0
346,64,大专,12.00139971855118,101.63854507898995,26.389491704739523,3,7,0
347,62,大专,22.71810933645783,113.4208012777569,48.795203726857196,2,1,0
348,28,大专,17.843018827481846,112.80117999546314,31.07922984437258,0,1,0
349,27,高中及以下,7.214147364734503,21.14862826650124,10.05391293513587,0,9,0
350,43,本科,24.522568485577757,185.28190053805417,56.35542897538796,2,1,0
351,22,本科,14.297420897494401,104.55841482508679,18.34299932388202,0,9,1
352,33,大专,19.04549901867003,119.96315934972938,43.59554883461254,1,3,0
353,39,大专,7.205613770384922,29.060338358275633,20.342236850792943,2,7,0
354,63,本科,23.366289158945786,152.08020541329566,60.097608221365086,1,9,1
355,64,高中及以下,7.969331772645072,53.755416473413646,19.008983843310546,1,1,0
356,26,本科,12.857478795293652,116.56431739296902,28.91466893628773,0,3,1
357,60,大专,12.91428193461843,84.69030886607338,30.003665123826256,1,5,0
358,24,本科,19.386720898601073,122.245735478636,31.88990982759795,0,8,1
359,53,高中及以下,7.526257847371439,42.715367073788215,15.088273889049269,1,1,0
360,58,本科,20.76976752997662,181.80045337490048,59.102120477092676,1,1,0
361,60,大专,11.085030581679662,68.04652565086165,27.258220639328425,2,3,0
362,30,本科,21.101861969656788,169.6406466785015,57.65648404661638,1,2,0
363,60,高中及以下,12.211110310182997,49.95061106333431,14.47754546804249,0,2,0
364,25,大专,13.695384726460325,81.54101758421615,21.17475445813832,0,1,0
365,43,本科,15.793088438170251,119.8450971590749,39.75770440502316,1,8,0
366,41,大专,14.757703978826331,94.50614849690096,32.505412820310475,2,7,0
